scene,frame,sample_token,track_id,class,distance_m,object_speed_mps,ego_speed_mps,closing_speed_mps,ttc_s,tcpa_s,dcpa_m,risk_level,score,hits
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,10,pedestrian,20.789054093899598,0.7628415345714592,8.453812333587466,4.464477332791283,4.656548246130718,1.1196576570290597,18.118134884118266,SAFE,0.35542118549346924,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,13,car,40.76195315288983,6.033608678266389,8.453812333587466,2.371454076222073,17.18859056205173,15.578028154681915,12.477386589303187,SAFE,0.5794546008110046,4
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,20,pedestrian,21.684899852008392,0.8367400223914311,8.453812333587466,7.3344607288161745,2.9565772663845817,1.9182039053300255,12.85107840253082,SAFE,0.32069674134254456,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,22,pedestrian,21.74600844249259,0.5397012088607724,8.453812333587466,8.381711959227436,2.594459049449007,2.2647581746280427,7.752043336956259,SAFE,0.3062075078487396,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,27,pedestrian,14.673268916478104,0.6944484018994524,8.453812333587466,-6.766403260058306,,0.0,14.673268916478104,SAFE,0.3199535310268402,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,30,pedestrian,19.367403059326605,1.2225106038652156,8.453812333587466,7.734367450912412,2.5040707184194955,1.7437034305357548,10.67234382585899,SAFE,0.4322347640991211,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,33,pedestrian,11.74262547271966,0.9087313808248749,8.453812333587466,-3.7711447935880447,,0.0,11.74262547271966,SAFE,0.40073084831237793,3
scene-0103,4,747aa46b9a4641fe90db05d97db2acea,35,pedestrian,22.634079430269704,0.5009707456103932,8.453812333587466,8.211032832880063,2.756544747895093,2.3833382325698897,8.328272381889466,SAFE,0.4816667437553406,3
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,7,pedestrian,8.008912536003834,1.0359844836619547,8.638658982586183,-6.235711808831521,,0.0,8.008912536003834,SAFE,0.43556350469589233,5
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,8,pedestrian,13.125333881729304,0.22706996836601573,8.638658982586183,6.944524264929382,1.8900263547229141,1.184299310135608,8.02037750166656,SAFE,0.41814807057380676,3
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,9,pedestrian,17.579873263402554,0.970102547076909,8.638658982586183,-7.105669098498754,,0.0,17.579873263402554,SAFE,0.4831462800502777,5
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,10,pedestrian,19.658259786504217,2.1158886051368357,8.638658982586183,1.0960575769689624,17.935426203491215,0.19598687886352328,19.550558303279153,SAFE,0.3864927887916565,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,13,car,40.76375334558737,7.016679865161854,8.638658982586183,1.6005593430920162,25.468442342686608,24.190006559763347,9.13297842952282,SAFE,0.4005936086177826,5
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,17,pedestrian,14.519537178423294,1.1067748964246338,8.638658982586183,6.1327585995549025,2.367537698202743,1.5693167546591114,8.430743587509879,SAFE,0.5551025867462158,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,20,pedestrian,18.018382570174605,1.0317805413810262,8.638658982586183,6.48279872501532,2.7794141596046584,1.2844654824711468,13.214547990399515,SAFE,0.47372305393218994,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,22,pedestrian,17.41642745334854,0.6167137260924851,8.638658982586183,8.410522153625234,2.0707902714270174,1.718381739054403,7.184792408742595,SAFE,0.4516705572605133,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,27,pedestrian,17.868297541539196,1.0071835105549167,8.638658982586183,-6.896217729057308,,0.0,17.868297541539196,SAFE,0.33768323063850403,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,28,pedestrian,14.50614238507046,1.0395239383171841,8.638658982586183,6.943849658138205,2.0890634301203845,1.648669164045996,6.660348446547025,SAFE,0.5249572992324829,3
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,30,pedestrian,16.16736543596944,0.8570240515619179,8.638658982586183,6.766973988935511,2.3891573194169573,1.4426494746139877,10.176044323075665,SAFE,0.39856091141700745,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,34,pedestrian,20.043627651955074,1.0993053312198362,8.638658982586183,8.373679524314069,2.393646376572663,2.2005493621424623,5.692907279048849,CAUTION,0.3091469407081604,3
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,35,pedestrian,18.321822163965635,0.6800193843706515,8.638658982586183,8.344526919518318,2.195669369956715,1.7870749595440085,7.903717378480832,SAFE,0.4853611886501312,4
scene-0103,5,f4f86af4da3b49e79497deda5c5f223a,36,car,20.177799472119293,4.518509808487757,8.638658982586183,-4.126519146655108,,0.0,20.177799472119293,SAFE,0.8933894634246826,3
scene-0103,6,6832e717621341568c759151b5974512,6,pedestrian,14.962483032643702,0.9589395473303711,8.829477978824864,-7.139432909651686,,0.0,14.962483032643702,SAFE,0.3604533076286316,6
scene-0103,6,6832e717621341568c759151b5974512,10,pedestrian,19.843072975943638,2.1060309916463864,8.829477978824864,-1.9414847295016857,,0.0,19.843072975943638,SAFE,0.3649686276912689,5
scene-0103,6,6832e717621341568c759151b5974512,13,car,40.90948687077794,7.695846268224956,8.829477978824864,1.1248414309823942,36.369114564929504,35.321544972967,6.943031090035113,SAFE,0.6097570061683655,6
scene-0103,6,6832e717621341568c759151b5974512,17,pedestrian,11.648683641129324,1.157855072623828,8.829477978824864,5.514296802056018,2.1124513350072283,1.0914201192973947,8.098470494336466,SAFE,0.40798649191856384,5
scene-0103,6,6832e717621341568c759151b5974512,20,pedestrian,14.996737881025565,1.0530846397716866,8.829477978824864,4.708254030363542,3.185201517231561,0.7323435323431452,13.16026231636975,SAFE,0.3474488854408264,5
scene-0103,6,6832e717621341568c759151b5974512,22,pedestrian,14.80993301332867,0.4447827579558585,8.829477978824864,7.098466844748413,2.0863565805460307,1.3811817341217287,8.61008090804814,SAFE,0.3146268427371979,5
scene-0103,6,6832e717621341568c759151b5974512,27,pedestrian,21.17474362455344,1.2050325314429604,8.829477978824864,-7.037334220333536,,0.0,21.17474362455344,SAFE,0.5082963705062866,5
scene-0103,6,6832e717621341568c759151b5974512,28,pedestrian,12.541790793947785,2.343902372211423,8.829477978824864,5.752761487660893,2.1801339792808534,1.6615852268727922,6.116637698969767,SAFE,0.5094133019447327,4
scene-0103,6,6832e717621341568c759151b5974512,30,pedestrian,13.317775134068565,0.8369311925905739,8.829477978824864,5.829741516621945,2.2844537954378423,1.114647377547552,9.530100669665282,SAFE,0.5145705342292786,5
scene-0103,6,6832e717621341568c759151b5974512,33,pedestrian,18.31306838477923,0.9116449838891149,8.829477978824864,-8.083297456688166,,0.0,18.31306838477923,SAFE,0.4493553042411804,4
scene-0103,6,6832e717621341568c759151b5974512,34,pedestrian,15.60220808816619,1.0357469393184429,8.829477978824864,8.514133192067948,1.8325069312636229,1.5901318881751292,5.67423348737337,CAUTION,0.4254949688911438,4
scene-0103,6,6832e717621341568c759151b5974512,35,pedestrian,14.310932900100653,0.6255830070712923,8.829477978824864,7.898799310292652,1.8117858598398076,1.2717520250079875,7.813129053023294,SAFE,0.3561142086982727,5
scene-0103,6,6832e717621341568c759151b5974512,36,car,20.890504347628255,5.872314041418585,8.829477978824864,-2.9868463238830936,,0.0,20.890504347628255,SAFE,0.944413423538208,4
scene-0103,6,6832e717621341568c759151b5974512,40,pedestrian,21.70246136704304,0.03523630720811402,8.829477978824864,3.85339028576901,5.632043410498177,1.0811366967037688,19.508548678492826,SAFE,0.3488079607486725,3
scene-0103,6,6832e717621341568c759151b5974512,46,car,42.05330827474913,0.22813054146306752,8.829477978824864,8.88198700244467,4.734673476010988,4.671671987362152,4.850991970560258,CAUTION,0.7043083310127258,3
scene-0103,6,6832e717621341568c759151b5974512,50,pedestrian,33.15829987558195,0.3864557316843444,8.829477978824864,2.2596354294408907,14.67418126108353,0.8917677735331924,32.13497399181887,SAFE,0.3122323155403137,3
scene-0103,7,c59e60042a8643e899008da2e446acca,6,pedestrian,18.91000280551155,0.9389597788363018,8.948132123504884,-8.397377979154912,,0.0,18.91000280551155,SAFE,0.3008774518966675,7
scene-0103,7,c59e60042a8643e899008da2e446acca,8,pedestrian,8.183516793267277,0.2751421905272383,8.948132123504884,1.0457424487235119,7.82555666861999,0.10346746639768016,8.129236615834971,SAFE,0.32001549005508423,4
scene-0103,7,c59e60042a8643e899008da2e446acca,9,pedestrian,24.570389263791974,0.947230958355568,8.948132123504884,-7.6213566073192,,0.0,24.570389263791974,SAFE,0.465192973613739,6
scene-0103,7,c59e60042a8643e899008da2e446acca,13,car,41.28200844866118,8.331925860211644,8.948132123504884,0.6139639911913113,67.23848473354148,66.40704709724506,4.590570899979295,SAFE,0.5853770971298218,7
scene-0103,7,c59e60042a8643e899008da2e446acca,20,pedestrian,13.29736632729872,1.128501612872919,8.948132123504884,1.4264544346917587,9.321970617429596,0.18818299593679763,13.162464806108535,SAFE,0.3385113477706909,6
scene-0103,7,c59e60042a8643e899008da2e446acca,27,pedestrian,24.753493920792945,1.2036160053405378,8.948132123504884,-7.256355295870415,,0.0,24.753493920792945,SAFE,0.3299209475517273,6
scene-0103,7,c59e60042a8643e899008da2e446acca,28,pedestrian,9.452065183184192,1.9615517452291322,8.948132123504884,5.362776480990476,1.7625320049584552,1.0100435613242384,6.176011831577805,SAFE,0.4424040913581848,5
scene-0103,7,c59e60042a8643e899008da2e446acca,30,pedestrian,10.818361576116692,0.9797459465648175,8.948132123504884,4.483364552560046,2.4130006492421634,0.7379367616772735,9.013603730956895,SAFE,0.3221220076084137,6
scene-0103,7,c59e60042a8643e899008da2e446acca,33,pedestrian,22.675238629727655,0.9728653724350781,8.948132123504884,-8.923608518849246,,0.0,22.675238629727655,SAFE,0.32458335161209106,5
scene-0103,7,c59e60042a8643e899008da2e446acca,34,pedestrian,11.442307448136447,0.8950033091904617,8.948132123504884,7.995548504938028,1.431084739348365,1.0460430587907634,5.935192505038762,CAUTION,0.3066801130771637,5
scene-0103,7,c59e60042a8643e899008da2e446acca,35,pedestrian,10.557237287305389,0.6438924159065077,8.948132123504884,6.693743253226899,1.5771798958999494,0.7729651124212715,7.538686664987173,SAFE,0.33791980147361755,6
scene-0103,7,c59e60042a8643e899008da2e446acca,36,car,22.16587313347407,6.091221591800449,8.948132123504884,-2.91535618174888,,0.0,22.16587313347407,SAFE,0.857185959815979,5
scene-0103,7,c59e60042a8643e899008da2e446acca,40,pedestrian,20.248352202733678,0.06998334548293246,8.948132123504884,2.027970599042537,9.984539328278972,0.5204891852081857,19.71352040481173,SAFE,0.3935810923576355,4
scene-0103,7,c59e60042a8643e899008da2e446acca,46,car,37.58805807964741,0.1763009838614723,8.948132123504884,8.980254723164908,4.185633842065481,4.1339392409527935,4.177263455944286,CAUTION,0.7448270320892334,4
scene-0103,7,c59e60042a8643e899008da2e446acca,48,pedestrian,20.2400033027938,0.0812581536147842,8.948132123504884,1.6842813353168893,12.01699673231001,0.43276549683301163,19.8722122218003,SAFE,0.4206233620643616,3
scene-0103,7,c59e60042a8643e899008da2e446acca,53,car,23.14378817707975,0.09441440544818035,8.948132123504884,8.440757870671701,2.7419087873015844,2.484302079199708,7.093923945264074,SAFE,0.6571371555328369,3
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,6,pedestrian,23.40137394796505,1.0182801450600223,8.974525638258848,-9.082062306193242,,0.0,23.40137394796505,SAFE,0.5300693511962891,8
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,7,pedestrian,21.445874704467634,0.7675671594244683,8.974525638258848,-9.24857835847028,,0.0,21.445874704467634,SAFE,0.4225340783596039,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,8,pedestrian,8.937312967305736,0.2360889035874826,8.974525638258848,-3.706651555258313,,0.0,8.937312967305736,SAFE,0.3454851806163788,5
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,13,car,42.01879645453798,8.984614037670012,8.974525638258848,-0.01245561423767827,,,42.01879645453798,SAFE,0.47528648376464844,8
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,17,pedestrian,8.084956976811409,1.096701921981181,8.974525638258848,1.276326511669899,6.334552250453018,0.16626570859752324,7.978146777208871,SAFE,0.45251649618148804,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,20,pedestrian,13.11912614476945,1.0800625535646116,8.974525638258848,-2.2196426781014478,,0.0,13.11912614476945,SAFE,0.3107893168926239,7
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,22,pedestrian,8.5102825568609,0.1086904911573082,8.974525638258848,3.8720595301723595,2.197869761698131,0.41119416117856217,7.6730116210797,SAFE,0.4990195333957672,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,27,pedestrian,28.304032306244462,1.2735776119077584,8.974525638258848,-7.305115834117998,,0.0,28.304032306244462,SAFE,0.38618290424346924,7
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,28,pedestrian,6.981319775547687,1.2276555158336273,8.974525638258848,2.75908238419295,2.530304935997686,0.315490041065178,6.53160356651461,SAFE,0.37745389342308044,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,30,pedestrian,8.992256418805978,1.103514537081564,8.974525638258848,2.284737687439417,3.9357937973544366,0.3282208685440658,8.60914601506221,SAFE,0.6195845007896423,7
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,33,pedestrian,27.454271450054875,1.0983009194087452,8.974525638258848,-9.425994943791526,,0.0,27.454271450054875,SAFE,0.4363212585449219,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,35,pedestrian,7.85126053386993,0.7262444706840016,8.974525638258848,3.2093387618928237,2.4463794932135383,0.2695831555534264,7.40604547397703,SAFE,0.34421002864837646,7
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,36,car,23.783798291082377,5.9703686191762895,8.974525638258848,-3.0702664739725822,,0.0,23.783798291082377,SAFE,0.6731637716293335,6
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,40,pedestrian,19.793468392743012,0.05280259291999869,8.974525638258848,-0.09408556104127364,,0.0,19.793468392743012,SAFE,0.3345467150211334,5
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,46,car,33.11257902737643,0.12698295356220807,8.974525638258848,8.99065174183842,3.683000963465806,3.630904021538539,3.938203983448226,WARNING,0.7352941632270813,5
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,48,pedestrian,19.881466593637967,0.113929562188708,8.974525638258848,-0.3498330435760719,,0.0,19.881466593637967,SAFE,0.3202455937862396,4
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,53,car,19.014328397794287,0.10685058701990134,8.974525638258848,8.163683119271719,2.32913601863206,1.9721643329355185,7.443898618144728,SAFE,0.8142386078834534,4
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,57,pedestrian,10.85635633774893,0.9749309419187393,8.974525638258848,-7.721765307865933,,0.0,10.85635633774893,SAFE,0.4291912317276001,3
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,58,pedestrian,26.85182874458519,0.635813612647754,8.974525638258848,7.41448934283218,3.621534471628002,2.855664940499931,12.34823690771396,SAFE,0.4688189923763275,3
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,59,pedestrian,7.091513776690106,0.44881420412528167,8.974525638258848,-1.9410746584109417,,0.0,7.091513776690106,SAFE,0.3177206218242645,3
scene-0103,8,fa65a298c01f44e7a182bbf9e5fe3697,60,pedestrian,12.206846378448285,0.7380613035125677,8.974525638258848,-2.2216048043475984,,0.0,12.206846378448285,SAFE,0.46520039439201355,3
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,6,pedestrian,28.220202510353435,1.145680271624799,8.892488810472043,-9.4290426804452,,0.0,28.220202510353435,SAFE,0.3243740499019623,9
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,7,pedestrian,26.268961378777224,0.825939906098323,8.892488810472043,-9.384050239896816,,0.0,26.268961378777224,SAFE,0.36461010575294495,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,8,pedestrian,11.649974964934694,0.1682272036030659,8.892488810472043,-6.377453820849705,,0.0,11.649974964934694,SAFE,0.4005201756954193,6
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,9,pedestrian,32.041291246870585,0.8660007137744584,8.892488810472043,-7.785498292698193,,0.0,32.041291246870585,SAFE,0.3543770909309387,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,13,car,42.42073915760366,9.236503379422686,8.892488810472043,-0.34421176435661,,0.0,42.42073915760366,SAFE,0.487342894077301,9
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,17,pedestrian,8.150569715295882,1.128340518845915,8.892488810472043,-2.308401495018244,,0.0,8.150569715295882,SAFE,0.467268705368042,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,22,pedestrian,8.204049064439877,0.3568706162822152,8.892488810472043,-1.0904475488954586,,0.0,8.204049064439877,SAFE,0.38857194781303406,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,27,pedestrian,32.03597460398092,1.2433258529643962,8.892488810472043,-7.339259527619954,,0.0,32.03597460398092,SAFE,0.3731124997138977,8
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,28,pedestrian,7.307292876358006,1.3429981324912785,8.892488810472043,-1.5763773848922127,,0.0,7.307292876358006,SAFE,0.3932965397834778,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,35,pedestrian,7.421145045888321,1.173188925783438,8.892488810472043,-3.400702944083957,,0.0,7.421145045888321,SAFE,0.3262222707271576,8
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,36,car,25.96823957467996,5.5424652525042335,8.892488810472043,-3.4185146190124467,,0.0,25.96823957467996,SAFE,0.5568488836288452,7
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,46,car,28.748456700436385,0.022435890480067198,8.892488810472043,8.800034694591119,3.2668571997910902,3.1993227757103404,4.133444019807953,CAUTION,0.890717089176178,6
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,53,car,15.000811562255485,0.04735779266442405,8.892488810472043,7.618662747706499,1.9689559781040693,1.4606155916460297,7.622089776450386,SAFE,0.9426881670951843,5
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,57,pedestrian,15.396870352222821,1.400252096939389,8.892488810472043,-9.198291255780319,,0.0,15.396870352222821,SAFE,0.5313928723335266,4
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,58,pedestrian,23.461006788830588,0.9669031575088227,8.892488810472043,6.80090439603949,3.449689250519845,2.5255940725689516,12.142692845711075,SAFE,0.4147850275039673,4
scene-0103,9,a98fba72bde9433fb882032d18aedb2e,59,pedestrian,9.295035415375787,0.6182428105418478,8.892488810472043,-6.366154862412368,,0.0,9.295035415375787,SAFE,0.3434723913669586,4
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,7,pedestrian,31.24108682431477,0.9853883915923953,8.277178819777694,-9.038506091084813,,0.0,31.24108682431477,SAFE,0.32449930906295776,8
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,8,pedestrian,15.13506444599122,0.09531774510420407,8.277178819777694,-6.9905927612950265,,0.0,15.13506444599122,SAFE,0.381197452545166,7
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,13,car,42.94400217491878,9.422032730691113,8.277178819777694,-1.1453486367013026,,0.0,42.94400217491878,SAFE,0.4630317986011505,10
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,17,pedestrian,9.759363538453982,1.3062076255013038,8.277178819777694,-4.2216630680727825,,0.0,9.759363538453982,SAFE,0.47934311628341675,8
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,27,pedestrian,35.65986672625496,1.2510057053213137,8.277178819777694,-6.797744514141023,,0.0,35.65986672625496,SAFE,0.3019987642765045,9
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,30,pedestrian,9.426742092220632,1.0680358043493143,8.277178819777694,-3.336116660550744,,0.0,9.426742092220632,SAFE,0.44290709495544434,8
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,35,pedestrian,10.330760379758281,1.2307191249861524,8.277178819777694,-6.899847976630149,,0.0,10.330760379758281,SAFE,0.33338192105293274,9
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,36,car,28.048553989738004,5.260955407268748,8.277178819777694,-3.0777791256835174,,0.0,28.048553989738004,SAFE,0.6071405410766602,8
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,40,pedestrian,21.75706564231025,0.04009475827664267,8.277178819777694,-3.4920787344603896,,0.0,21.75706564231025,SAFE,0.3542727530002594,6
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,46,car,24.450200688000884,0.03342979068349019,8.277178819777694,8.126159427921806,3.0088261133530096,2.914032010711707,4.339848242696322,CAUTION,0.8423631191253662,7
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,53,car,11.493144549315971,0.08673229054701898,8.277178819777694,6.135235400027241,1.8733013160774468,1.0511238080359206,7.614087189445516,SAFE,0.9469895958900452,6
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,57,pedestrian,20.233215756352852,1.4963710789153857,8.277178819777694,-9.195140454124582,,0.0,20.233215756352852,SAFE,0.3440868556499481,5
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,58,pedestrian,20.37921581636574,1.0823006836040294,8.277178819777694,5.743891178676684,3.5479808343202004,2.254682763879624,12.303995135319017,SAFE,0.36368268728256226,5
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,59,pedestrian,12.923873529552461,0.5936493481501932,8.277178819777694,-7.495291444282833,,0.0,12.923873529552461,SAFE,0.3643450438976288,5
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,63,car,24.269839564486023,0.0751143381195099,8.277178819777694,-3.090758496547829,,0.0,24.269839564486023,SAFE,0.8672812581062317,3
scene-0103,10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,71,car,26.37561020826692,0.4016003583576015,8.277178819777694,7.833769945397245,3.366911511585043,3.1418595140642287,6.819116352104167,SAFE,0.5343581438064575,3
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,6,pedestrian,37.159284572403195,0.8716198293033955,7.153332434088315,-7.732609458825427,,0.0,37.159284572403195,SAFE,0.46012112498283386,10
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,7,pedestrian,35.61529034748416,1.0469881418148714,7.153332434088315,-8.04689761975241,,0.0,35.61529034748416,SAFE,0.30135074257850647,9
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,8,pedestrian,18.481923866223497,0.02416419929648909,7.153332434088315,-6.3928385216932515,,0.0,18.481923866223497,SAFE,0.45760250091552734,8
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,13,car,44.610532062115844,9.937206307716844,7.153332434088315,-2.7850530170758887,,0.0,44.610532062115844,SAFE,0.547325611114502,11
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,17,pedestrian,13.098682456217922,0.47877184738374784,7.153332434088315,-5.385227178929505,,0.0,13.098682456217922,SAFE,0.42359960079193115,9
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,22,pedestrian,12.07609470979427,0.06966491351273237,7.153332434088315,-5.363596024967711,,0.0,12.07609470979427,SAFE,0.4625095725059509,8
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,27,pedestrian,38.8472277520391,1.2324746816827543,7.153332434088315,-5.7599668695922395,,0.0,38.8472277520391,SAFE,0.4220373332500458,10
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,28,pedestrian,11.493598934806334,0.5832567213006875,7.153332434088315,-5.31320671089235,,0.0,11.493598934806334,SAFE,0.3913857638835907,8
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,30,pedestrian,11.250204008332963,1.1446697556947776,7.153332434088315,-4.035529508946512,,0.0,11.250204008332963,SAFE,0.4256493151187897,9
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,33,pedestrian,41.613347831642734,0.7492975666900776,7.153332434088315,-7.665486270132645,,0.0,41.613347831642734,SAFE,0.4113007187843323,7
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,35,pedestrian,13.92104059153405,1.151853764415829,7.153332434088315,-7.082107296334191,,0.0,13.92104059153405,SAFE,0.37663331627845764,10
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,36,car,29.891719925708742,4.886255363688089,7.153332434088315,-2.3052453564029722,,0.0,29.891719925708742,SAFE,0.5890614986419678,9
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,40,pedestrian,23.680041899753697,0.08510630530387855,7.153332434088315,-3.984260549862169,,0.0,23.680041899753697,SAFE,0.3089151978492737,7
scene-0103,11,796b1988dd254f74bf2fb19ba9c5b8c6,46,car,20.741899039352617,0.08034133476474556,7.153332434088315,6.918836232619444,2.9978884225591527,2.867826790126888,4.32031471042024,CAUTION,0.8225841522216797,8
