frame,sample_token,ann_token,class,camera_hit,lidar_hit,fusion_union_hit,both_hit
1,3950bd41f74548429c0f7700ff3d8269,52b9b514aac04aa18f6655f4445019a9,pedestrian,0,0,0,0
1,3950bd41f74548429c0f7700ff3d8269,0068cad191b546d5a2bfa0e3aa0b0aac,pedestrian,1,0,1,0
1,3950bd41f74548429c0f7700ff3d8269,bf9391180902443db3e8b0f7a9e479ae,car,1,0,1,0
1,3950bd41f74548429c0f7700ff3d8269,be5cd278332347ae8c333563076433f2,pedestrian,0,0,0,0
1,3950bd41f74548429c0f7700ff3d8269,d7de3c5643264508891ac5345a3860dc,pedestrian,0,0,0,0
1,3950bd41f74548429c0f7700ff3d8269,a09b7671935a4458893a1d3ae953ccb1,car,1,0,1,0
1,3950bd41f74548429c0f7700ff3d8269,28ba308c54154668886c8c8728dcc774,car,1,0,1,0
1,3950bd41f74548429c0f7700ff3d8269,5052c85848b346d592b82198b024de19,pedestrian,0,1,1,0
1,3950bd41f74548429c0f7700ff3d8269,5a3feb86a2a94ce1a5589f91333cc23d,pedestrian,0,0,0,0
1,3950bd41f74548429c0f7700ff3d8269,81dd2c9711564046bd01efa71fdb5177,pedestrian,0,1,1,0
1,3950bd41f74548429c0f7700ff3d8269,bf6e4471b63041058aff7be33c4dd248,pedestrian,1,0,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,19c169986ce740c8ba990fda71b52970,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,af73bfcc435e4b61b0ba8cf44751f0e2,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,3a800b33378c49cca3d0b1db3adc8eb3,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,ecaac4b6251146e1a5f2f4fd8083c8d6,car,1,1,1,1
2,c5f58c19249d4137ae063b0e9ecd8b8e,2e38e6e50f0145969af02dbaa44b1fd9,car,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,ddad77e88d464c068372e83ec1cc850f,pedestrian,0,1,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,ffc73fc7a137410b9c06b820467b7672,pedestrian,0,1,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,675dc89fd0d34244b387a758bf755cae,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,5a8299899de24c2da3f2af00157792b7,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,da678cc6244b46018ab72a7b4301d460,car,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,2cbf6571e16147d8b39756987642816e,car,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,ef619edb6673452bbee17538ff653416,pedestrian,0,1,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,6f3b2d27e5eb40b79565ceb42d127485,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,683a3feab9334ac8894dd11348d9d7d3,car,1,0,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,6ae217fb3b194e9da59d9e1a928cc251,car,1,0,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,2ca9039c6b06448ebd5c4caf3b0aa6f7,pedestrian,1,1,1,1
2,c5f58c19249d4137ae063b0e9ecd8b8e,a95415294a794b9a952dddb9491ac5e0,pedestrian,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,64c7fa6ede1b49a2b2acdaa70d547587,truck,0,0,0,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,0eea86b9a65248bda54b78f36a0dd05d,pedestrian,0,1,1,0
2,c5f58c19249d4137ae063b0e9ecd8b8e,9a2cb1dcd89a48b6ae119ed0efc952e8,pedestrian,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,0b6df6206d084eb8a03dc5eaba5bcef9,pedestrian,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,d6c4f53fe7554de2b775d0b8131a74e0,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,457dbccc69104ee487b3c5a7a11792f8,pedestrian,1,0,1,0
3,700c1a25559b4433be532de3475e58a9,57188b1579ec4d808986d225d7483df4,car,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,ac8fe30dfaf94571b2eedd79a136fc6b,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,a701eba4338744bbbd6b41b16ddcac06,car,1,0,1,0
3,700c1a25559b4433be532de3475e58a9,8451850afec44b35bce47318cebe8ca6,pedestrian,0,1,1,0
3,700c1a25559b4433be532de3475e58a9,abc10c7c8e3d4e2f8f58492df1973cf7,pedestrian,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,90872328bd004787ab2836a90e7b14c6,pedestrian,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,7d3d36af34b14848adb31e0efc2687e1,car,1,1,1,1
3,700c1a25559b4433be532de3475e58a9,5cbf498fba5a4c7fae9570a9c5b09519,car,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,2663ddb2609d4b248b5da1937b9eb902,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,81edf41d8cd14327b9ba98089b2b162a,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,b2e17638073a4947823e5db324167d77,car,1,0,1,0
3,700c1a25559b4433be532de3475e58a9,d38568031c4f4e438df44dcf1d21d3d1,car,1,0,1,0
3,700c1a25559b4433be532de3475e58a9,93da7d413976408f983db6cfef71ca60,pedestrian,0,1,1,0
3,700c1a25559b4433be532de3475e58a9,b5886d64eee54a00b783228ba086b6fc,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,746a400abc1b447fb0994e3eee871b5c,pedestrian,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,8a7cda268ebe4c6196eb794ab2fab549,truck,0,0,0,0
3,700c1a25559b4433be532de3475e58a9,85a8bfd92b384d79813cc68de9cc83e5,pedestrian,1,0,1,0
3,700c1a25559b4433be532de3475e58a9,a84b035c04284206a00748b7c7d0fdaa,pedestrian,1,0,1,0
4,747aa46b9a4641fe90db05d97db2acea,c2f6100add57418a84e516f3bd65c2c5,pedestrian,0,1,1,0
4,747aa46b9a4641fe90db05d97db2acea,3d2e6f6eb7224f27b30b727f1d6f7349,pedestrian,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,c4f78df403274c24a8fcedcc3d4cdc1e,car,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,b9bd1a851ed546829d58c7bd83ce473b,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,4fb917eb17954177a6aa96784ea2829c,car,1,0,1,0
4,747aa46b9a4641fe90db05d97db2acea,6bee55400eef48fe86e86bae68dc18b8,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,88c701d859e4490d8c8c916ecce8b53b,pedestrian,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,9fec083858f94a908f2958e46fb048ea,car,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,b942a7c55d7b4a688a8b84002634d9eb,pedestrian,1,0,1,0
4,747aa46b9a4641fe90db05d97db2acea,100322a877924bb7aee1c27f66e4b983,car,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,deb473e8aa1a4077804cf26252a1b232,car,1,0,1,0
4,747aa46b9a4641fe90db05d97db2acea,47b2b7e601ce4474ad87e7013dcfbfbc,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,43b7dd4302b545ab87549483c7066a65,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,f4e0710ff49a4e03b16142fb132966f5,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,aebb9d3c9e29425b8b2f0205d96596c6,car,1,0,1,0
4,747aa46b9a4641fe90db05d97db2acea,b0d9cfc52d394b338e24e26d6c1fa413,car,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,d4df7d40ad1747f8b64d1c1b54873f8d,car,1,1,1,1
4,747aa46b9a4641fe90db05d97db2acea,a351abe4e26f4d10b6760616446738cb,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,94183c2b98b0432194f94bfa530c2065,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,880a33b4be2c47eda85c1472956b8a81,pedestrian,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,a9b609f5604246b199cfbc68c7a93f40,truck,0,0,0,0
4,747aa46b9a4641fe90db05d97db2acea,efec811338aa40f3949009cf7ea59976,pedestrian,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,56d2a9239a484abf943de30a0beff733,pedestrian,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,c0ab225a47544cd58cec3f4330b13d9c,car,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,b5cbe778bed5422e886175e6d74e18b3,pedestrian,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,536935aeb1b74b5e92e33d34c4d0d86c,car,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,576b9e535db14507b6ed7e2fa283aaf0,pedestrian,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,0e49e1c06c1943ea83bf2b5a161d4a6d,car,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,c59cf713514f4cc086ad0f0a061aedf5,car,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,adac6e888604470e99b3e087c68721c0,car,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,b2f479a97dc143fdbd3fd43166da7920,pedestrian,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,b05c070c7f2c46088562a2aeb81179a0,pedestrian,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,a2740d8323d34dac90935f7e21dfbcda,car,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,ed548f6c789249a9856110225e225f0c,car,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,7411f2f12b664b69ae0d5c730196a30c,car,1,1,1,1
5,f4f86af4da3b49e79497deda5c5f223a,9d379582a7ce46c3a41aed097b4c1ef6,pedestrian,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,bc23a9685ba54cbbb4de48ee157a8d8d,pedestrian,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,26cbd5cf1f6c4048bb2f1bf383911281,pedestrian,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,0cf43924272545df9c0ceecca01cb5ee,truck,0,0,0,0
5,f4f86af4da3b49e79497deda5c5f223a,bd4f58efe9844ef3bbb7c64707585e14,car,1,0,1,0
5,f4f86af4da3b49e79497deda5c5f223a,8bf6e9bd745540e2963a6e499f337ee3,pedestrian,0,0,0,0
6,6832e717621341568c759151b5974512,39fe731d250341e5a3ccbbbb87cbea1f,car,1,1,1,1
6,6832e717621341568c759151b5974512,e9618de46676447ea9d9dc613abbd880,pedestrian,1,0,1,0
6,6832e717621341568c759151b5974512,be36eaf9310342b783e3a4f123e67cc5,car,1,0,1,0
6,6832e717621341568c759151b5974512,eb9d07c120114019a4c548dde05381be,car,0,0,0,0
6,6832e717621341568c759151b5974512,52e86922fdd54c5688fd2b6c971e68e3,car,1,1,1,1
6,6832e717621341568c759151b5974512,acdd225408104f1d838efa31f174aa49,car,1,1,1,1
6,6832e717621341568c759151b5974512,f7bb912fc40e4aeaaf39093045950bcc,pedestrian,0,1,1,0
6,6832e717621341568c759151b5974512,c6377e4bc4fe4219a0f79832bb0c67ea,pedestrian,1,0,1,0
6,6832e717621341568c759151b5974512,ebfd049261fa45f7a110c7b0b09c65ed,car,0,0,0,0
6,6832e717621341568c759151b5974512,60432da5cc1c425cb66514c07eaee3bc,car,1,1,1,1
6,6832e717621341568c759151b5974512,71eb171b56954dcb8c02095c89fc4c2a,pedestrian,1,0,1,0
6,6832e717621341568c759151b5974512,c1814250533048f0be103ba852efdda0,pedestrian,0,0,0,0
6,6832e717621341568c759151b5974512,dfc55de012f940578d88293677a7025b,truck,0,0,0,0
6,6832e717621341568c759151b5974512,73a073b74d9b4f15b63f242a7550025f,car,1,0,1,0
6,6832e717621341568c759151b5974512,27984b3a2cd54b09b8623c731b4e5d5a,pedestrian,0,0,0,0
7,c59e60042a8643e899008da2e446acca,a151ec2a29ac4f57a8f986cf4987d1e0,car,1,1,1,1
7,c59e60042a8643e899008da2e446acca,464ce24af42f4ae195f468c15fedd859,pedestrian,0,0,0,0
7,c59e60042a8643e899008da2e446acca,62d84f0aa84d4d7bab1cecfeaa493504,car,0,0,0,0
7,c59e60042a8643e899008da2e446acca,cf2cd194c71042a887de64a0f624eac7,car,0,0,0,0
7,c59e60042a8643e899008da2e446acca,0a404a3e701d4d68aec31361b1123b09,car,1,1,1,1
7,c59e60042a8643e899008da2e446acca,d8eaaf160f80404ba858dfff270bf2ce,car,0,1,1,0
7,c59e60042a8643e899008da2e446acca,fbd6ec15643849c8ada24298d293a627,pedestrian,0,1,1,0
7,c59e60042a8643e899008da2e446acca,405f49497dd34ab4860a4661ccb6ee83,car,1,0,1,0
7,c59e60042a8643e899008da2e446acca,bd3d428018d4436597356ff40ec6be30,car,1,0,1,0
7,c59e60042a8643e899008da2e446acca,82758f2456bd43719c30a205b81350fd,car,1,0,1,0
7,c59e60042a8643e899008da2e446acca,db637b1698414a52a4a99ad6139881fd,pedestrian,1,0,1,0
7,c59e60042a8643e899008da2e446acca,1e7435fc1bd9439d977db7ce94ba7399,pedestrian,0,0,0,0
7,c59e60042a8643e899008da2e446acca,b38034820c8c41cca29f9deb0e09ef09,truck,0,0,0,0
7,c59e60042a8643e899008da2e446acca,55797062817f4891b917b97cb37f2271,car,1,0,1,0
7,c59e60042a8643e899008da2e446acca,985034d24f5448888e16b453587af111,pedestrian,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,9064149f6ee0412c8db4ff1880da1de8,car,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,f1db77b4201f4d959c031a8e2d5cd99e,pedestrian,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,5f4484af4cbd46048bbef20e31046a7a,car,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,aff3bb4252884e259e07a0ed98abbd8a,car,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,d40f5a7474b14b66bedd6b6b9ae61ee8,car,0,1,1,0
8,fa65a298c01f44e7a182bbf9e5fe3697,3c47d845451043a2972d59f1d16837d4,car,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,942dc8cd470f448daa7210d45a817261,pedestrian,0,1,1,0
8,fa65a298c01f44e7a182bbf9e5fe3697,9cdf36c9712f48adaf40d57379c059ab,car,1,0,1,0
8,fa65a298c01f44e7a182bbf9e5fe3697,35ff5eba009548aea7f5d8f02c2c518e,car,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,9d8951588b9545cba8073089e4faea4e,car,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,41fe28cb17634ac9902589291a078629,pedestrian,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,48287306510f4934b8856427de61e76d,pedestrian,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,188d7a070a624115b1fff2f1fac7be34,truck,0,0,0,0
8,fa65a298c01f44e7a182bbf9e5fe3697,7404349f36454d078a17c73b06b57e81,car,1,1,1,1
8,fa65a298c01f44e7a182bbf9e5fe3697,ad52f31075c54d6cbaee41665e18d60f,pedestrian,0,0,0,0
9,a98fba72bde9433fb882032d18aedb2e,53d24fa7e25d4dc2a36882a14f7df71c,car,1,1,1,1
9,a98fba72bde9433fb882032d18aedb2e,80743658689f4ca6bb055ae50e06f33b,pedestrian,0,0,0,0
9,a98fba72bde9433fb882032d18aedb2e,7db76c872ec9407daf0aeb2a26cd5a34,car,1,0,1,0
9,a98fba72bde9433fb882032d18aedb2e,bd5810603e844c29a36bb896127a566e,car,0,0,0,0
9,a98fba72bde9433fb882032d18aedb2e,fd753759a7ae46579f6c34d595cbb340,car,0,1,1,0
9,a98fba72bde9433fb882032d18aedb2e,5c1ca91d78c44b5daedf9e9d44baaa44,car,1,1,1,1
9,a98fba72bde9433fb882032d18aedb2e,490aae87da974e969a2f21020017132d,pedestrian,0,1,1,0
9,a98fba72bde9433fb882032d18aedb2e,6b27191575344989a2636fc3423ed673,car,1,0,1,0
9,a98fba72bde9433fb882032d18aedb2e,4fe5cc89a0d2468cac6e6d37525252f0,car,0,0,0,0
9,a98fba72bde9433fb882032d18aedb2e,95e1c3fb3571461ab67ed1222be02268,car,1,0,1,0
9,a98fba72bde9433fb882032d18aedb2e,5ead4655f99745c6b21df75b0f68f3e3,pedestrian,1,1,1,1
9,a98fba72bde9433fb882032d18aedb2e,e91ad7d80cfe4b0faa557859240c945b,pedestrian,0,1,1,0
9,a98fba72bde9433fb882032d18aedb2e,16811195c50b4ceba7df542df04fcc2e,truck,0,0,0,0
9,a98fba72bde9433fb882032d18aedb2e,89b0ec9de2b54a99b5b1d741699daa85,car,1,1,1,1
9,a98fba72bde9433fb882032d18aedb2e,2b83792c3f4b45cf9d632421128ade07,pedestrian,0,1,1,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,a62c4ab0cca142ebafb73b96a173743e,car,1,1,1,1
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,9358fa536f5647138a7682903e5237d7,car,1,0,1,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,4f5fdf66b463494fb53adddd9ef0c819,car,0,0,0,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,14b5b89c50814ec898e99c49783b99e4,car,1,1,1,1
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,db0fff6ad52a4301815ae04cad2e26e7,car,0,1,1,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,41b2b29efe8b4426957f6da8aa3673fb,car,1,0,1,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1f6c02d0ba694ae499c624b5fd935e58,car,0,0,0,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,2c7d6b506a1d4650bc9a5b987aeaa5c5,car,1,1,1,1
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,e7eb537100ca44eeb05991a022a20f70,pedestrian,1,1,1,1
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,84e2e012b5ab49c29d7a5b9d77624fa5,pedestrian,0,1,1,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,ce25091c1fe1482b91525f6c411347c2,truck,0,0,0,0
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,f921fefa6d4d4bbd8389e3645b26d8a1,car,1,1,1,1
10,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,72b77818021d4ed2ba4a5b9b01eb7a92,pedestrian,0,0,0,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,20337400bbce4d50a876b527ab00e387,car,1,1,1,1
11,796b1988dd254f74bf2fb19ba9c5b8c6,607198a079d244a8b61f31dd0b38c8d2,car,1,1,1,1
11,796b1988dd254f74bf2fb19ba9c5b8c6,1656ca721e2d4a5bbfe2ee72814a0315,car,1,0,1,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,d35edcb66d074b22978fde5c4f4e8216,car,0,1,1,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,b2b520d39957447782cb5b1eee5a5fc7,car,1,0,1,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,da5bb2de70d44e3fa3bfdbcc09a6bd9e,car,0,1,1,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,33f868e9bdeb4f59aa4a6688b886c752,car,1,1,1,1
11,796b1988dd254f74bf2fb19ba9c5b8c6,20cc91a96a384a84b19a3a7d643a9620,pedestrian,1,1,1,1
11,796b1988dd254f74bf2fb19ba9c5b8c6,ef3f2ad5d180419085c1628fed5c94f1,pedestrian,0,0,0,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,505ed337d98b42908ce3f088e0b27c9c,truck,0,0,0,0
11,796b1988dd254f74bf2fb19ba9c5b8c6,5eb308e28525436c973fe5594cd892ab,car,1,1,1,1
11,796b1988dd254f74bf2fb19ba9c5b8c6,91f3fa0168034d0780a3d815495cd5e1,pedestrian,0,1,1,0
12,0d0700a2284e477db876c3ee1d864668,927c53cc270b47e39f283888a52e7f10,car,1,1,1,1
12,0d0700a2284e477db876c3ee1d864668,0c978eed50594ed998d395e9b20b020e,car,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,9b1f7675e7a5458ebf383febdac138f9,car,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,871d1c4e8e6c45068a9314a2deb324de,car,1,1,1,1
12,0d0700a2284e477db876c3ee1d864668,524836b7997c4b03ab129828230182d9,car,1,0,1,0
12,0d0700a2284e477db876c3ee1d864668,a1927f9f417d46efa4c67a6a101d15cb,car,1,1,1,1
12,0d0700a2284e477db876c3ee1d864668,075efbcd60a34bee882a311b390bcd89,pedestrian,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,deefbe9cc2b343978eb1eb78dc43bc0c,truck,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,1e569a9ccbaa444aae73fd35cc219fc6,car,1,1,1,1
12,0d0700a2284e477db876c3ee1d864668,c930e17aeed1421097b259176f8dc0af,car,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,45caf70e350044efb20ff903d8494db4,pedestrian,0,0,0,0
12,0d0700a2284e477db876c3ee1d864668,818f6afa7a404ba0bb79fa079c305842,car,0,1,1,0
13,de7593d76648450e947ba0c203dee1b0,384b62794af74412affc7fa9dc2e052e,car,0,0,0,0
13,de7593d76648450e947ba0c203dee1b0,3237e70dc71646379839f9d4890d7d0e,car,1,1,1,1
13,de7593d76648450e947ba0c203dee1b0,733ea0c4f7614959b40a1556d3f3891b,car,1,0,1,0
13,de7593d76648450e947ba0c203dee1b0,f0c155ee1218476e8e937e9c4b2778b1,car,0,0,0,0
13,de7593d76648450e947ba0c203dee1b0,3a3deedc2cea4a489d3676f6b4680453,car,1,0,1,0
13,de7593d76648450e947ba0c203dee1b0,7c29aa55ea8a40d1bead8b1195ec398f,car,0,0,0,0
13,de7593d76648450e947ba0c203dee1b0,b08eaba343c8478388b762c276038a77,car,1,1,1,1
13,de7593d76648450e947ba0c203dee1b0,89edeac56671453a8e057775575faa6b,pedestrian,0,1,1,0
13,de7593d76648450e947ba0c203dee1b0,a80cde9b9f64475e8f7af6ee27a8d9ff,truck,0,0,0,0
13,de7593d76648450e947ba0c203dee1b0,2e13f6bc8f5549ed8a068a835254751a,car,0,0,0,0
13,de7593d76648450e947ba0c203dee1b0,57ebeab5279d49638de6aae14b3f9179,car,1,0,1,0
13,de7593d76648450e947ba0c203dee1b0,d0ad3e8d9cbc4226802c092e67292276,car,1,0,1,0
13,de7593d76648450e947ba0c203dee1b0,c768f5397e7149e59e9b0a39ac48ed3c,pedestrian,0,1,1,0
13,de7593d76648450e947ba0c203dee1b0,22167351d18540ee8afba93042716f29,car,1,1,1,1
14,f753d3f87e5b40af87ff2cbf7c8e7082,109f33b1d4c84c16ad7e0781f10eb8ba,car,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,67f904347f7c4c77af3f765d0bb5e07a,car,1,1,1,1
14,f753d3f87e5b40af87ff2cbf7c8e7082,8ded9158f33845e8937152392c185c0b,car,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,78e8712f332f475baef9c6925a2e0aa6,pedestrian,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,1732edf46e664d258d6c047e18237d2d,pedestrian,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,4488522d43454dd085d13126b7560545,car,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,cba37be4f22346ef9e7a24cbdcdf4976,car,1,0,1,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,ef7274e015f2400597efa7e4c4887c28,car,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,b57c75957e044737b880ece4afc4b73b,car,1,1,1,1
14,f753d3f87e5b40af87ff2cbf7c8e7082,195afc0f147d4dbfa9c21239df0d2307,pedestrian,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,c7ab79a004d64e3faf3e191f3dbd42b0,truck,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,cf9d63e192df45a5b448e9466e246853,car,0,0,0,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,9aa2f2314cac49c0b0bf58d367d99427,car,1,1,1,1
14,f753d3f87e5b40af87ff2cbf7c8e7082,c6f9442d527545d5baf16da61fafbe67,car,1,0,1,0
14,f753d3f87e5b40af87ff2cbf7c8e7082,606d1151c08045698001350dfc5ac079,pedestrian,0,0,0,0
